Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Environmental sub-regions in the Gulf of Mexico coastal zone: The ecosystem approach as an integrated management tool,"Yáñez-Arancibia, A.; Day, J.W.","Ecological sub-regions are a way of viewing coastal zone (CZ) regions that have been developed to enhance the capability of NGOs, governmental organizations, and academics to assess conditions and trends of the major ecosystems in the Gulf of Mexico (Gulf), mainly as a management tool for defining priority actions towards sustainable development. Major ""geographical regions"" at scale-1-level (1:40) are: (a) the warm-temperate Gulf, (b) the tropical Gulf, and (c) the Caribbean coast of Mexico related to the Gulf. At scale-3-level (1:5 million) in region ""A,"" six distinct environmental sub-regions are defined: Western Florida Estuarine Area, Eastern Gulf Neritic, Mississippi Estuarine Area, Texas Estuarine Area, Laguna Madre Estuarine Area, and Western Gulf Neritic. In regions ""B"" and ""C"", 13 distinct environmental sub-regions are defined: Southeast Floridian Neritic, Florida Keys, Florida Bay, Shark River Estuarine Area, Dry Tortugas/Florida Keys Reef Tract, Southwest Floridian Neritic, Veracruzan Neritic, Tabascan Neritic, Campeche Yucatanean Inner Neritic, Campeche Yucatanean Outer Neritic, Contoyan Neritic, Cancunean Neritic, and SianKa'anean Neritic. From a ""hydrological units"" focus, five main sub-regions are defined: (a) The western Florida rivers and ground-water discharge system, (b) The Mississippi River basin and delta, (c) The Texas estuaries and Laguna Madre US-Mexico integrated by the Rio Bravo delta, (d) The Usumacinta/Grijalva River basin and delta, and (e) The Rio Hondo-Chetumal Bay in the Caribbean coast of Mexico. Each ""geographical/hydrological"" sub-region can be viewed as a discrete system which results from the interaction of geologic, geomorphologic, oceanographic, climatic, freshwater drainage, physical, chemical, coastal vegetation, wildlife, estuary-shelf interactions, and human factors. The ecosystem approach adopted as a management tool for environmental sub-regions is predicated on: (a) accepting that interactions between the environment (atmosphere, water, land, biota) and human activities (social, cultural, economics) are inseparable, (b) realizing that humans are the major driving forces behind most ecological change, (c) recognizing environmental thresholds and their importance and linkages to human activities, (d) incorporating the needs of current and future generations, and e) implementing a long-term perspective that is anticipatory, preventative, and sustainable. We suggest for each sub-region to develop key agenda-topics to strengthen ICM and answer questions on, e.g., (a) controls of primary production and water fertility in the coastal zone, (b) energetic pulsing as the basis for sustainable management, (c) vulnerability of the coastal zone to global climatic change, (d) coastal wetlands restoration, and (e) environmental sustainability and the economic development of the coastal zone. © 2005 Elsevier Ltd. All rights reserved.",2004,,Ocean and Coastal Management,47,11-12 SPEC. ISS,727-757,,10.1016/j.ocecoaman.2004.12.010,,#21429,Yáñez-Arancibia 2004,,
A critical assessment of the system of rice intensification (SRI),"Dobermann, A.","The system of rice intensification (SRI) has been proposed as an integrated and agroecologically sound approach to rice (Oryza sativa L.) cultivation. It was mainly developed through participatory on-farm research conducted in Madagascar, but its evaluation is ongoing in Asia as well. This paper critically discusses some of the assumptions underlying the SRI and its scope for improving rice production in Asia. A review of cropping practices at known high-yield sites showed that techniques such as SRI are not necessary for growing rice near the yield potential. A move from permanent flooding to intermittent irrigation bears short- and long-term risks that are not well understood, but non-flooded conditions will generally favor rice growth on poor soils with potential for Fe toxicity. Deep root systems are associated with low input rice cropping and the intermittent water management practiced in SRI, but they are not a necessity for maximum rice performance, particularly in favorable environments with intensive cropping, short growth duration, and good water and nitrogen management. Approaches such as SRI may serve the important needs of resource-poor farmers in areas with poor soils, but are likely to have little potential for improving rice production in intensive irrigated systems on more favorable soils, where high yields can be achieved through implementation of more cost-efficient management practices. © 2003 Elsevier Ltd. All rights reserved.",2004,,Agricultural Systems,79,3,261-281,,10.1016/S0308-521X(03)00087-8,,#21431,Dobermann 2004,,
Long-term sustained observing system for climatic variability studies in the Mediterranean,"Theocharis, A.; CIESM initiative group; Abdul Fattah, A.; Astraldi, M.; Boscolo, R.; Bryden, H.; Civitarese, G.; Font, J.; Gacic, M.; Gasparini, G.P.; Georgopoulos, D.; Gertman, I.; Gould, J.; Jourdan, D.; Klein, B.; Kontar, E.; Lascaratos, A.; Lopez-Jurado, J.L.; Maillard, C.; Malanotte-Rizzoli, P.; Manca, B.; Manzella, G.; Millot, C.; Papaevangelou, S.; Pinardi, N.; Povinec, P.; Prieur, L.; Roether, W.; Salat, J.; Snoussi, M.; Tber, M.; Triki, M.; Vargas, M.; Vilibic, I.","During the CIESM workshop (Monaco, 22-24 April 2002) entitled ""Monitoring Hydro- logical Trends in the Mediterranean"", the review of existing data sets and analyses has revealed important variability in the dynamics and hydrological characteristics, in the past century, ranging from interannual to decadal time scales. These variations are related mainly to local forcing and larger scale atmospheric parameters (NAO, ENSO, Indian monsoon). Moreover, abrupt events contribute to modification of the Mediter- ranean conveyor belt, also influencing the biogeochemical environment and the Mediter- ranean outflow in the Atlantic Ocean. The participating scientists have agreed on the need of a sustained multi-component long-term monitoring system based on both oceanographic and atmospheric observations and modelling. The group also proposed an expansion and strengthening of the ongoing relevant large operational programs by a ""climatic approach"" component. © 2003 Elsevier B.V. All rights reserved.",2003,,Elsevier Oceanography Series,69,C,78-86,,10.1016/S0422-9894(03)80013-2,,#21434,Theocharis 2003,,
Diabetes education and knowledge in patients with type 2 diabetes from the community: The Fremantle Diabetes Study,"Bruce, D.G.; Davis, W.A.; Cull, C.A.; Davis, T.M.E.","Background: Diabetic patients obtain knowledge of the condition from a variety of sources. These include education programs and encounters with health-care staff such as during instruction on self-monitoring of blood glucose (SMBG). Objective: To assess whether diabetes knowledge is related to prior attendance at diabetes education programs, visits to dieticians or the current use of SMBG in a community-based cohort of subjects with type 2 diabetes. Patients: 1264 type 2 patients from the Fremantle Diabetes Study (FDS) cohort. Methods: Subjects answered 15 standard multiple-choice questions about diabetes and its management. Recall of past diabetes education, dietician consultations, and use of SMBG were recorded. Analysis of variance was used to determine whether these activities or other social and demographic factors predicted diabetes knowledge. Results: Attendance at education programs, visits to dieticians, and SMBG were independently associated with greater diabetes knowledge. Subjects who were older, whose schooling was limited, who were not fluent in English and/or who were from Southern European or indigenous Australian ethnic groups had significantly lower knowledge scores. Patients who were older, not fluent in English or from an indigenous Australian background were significantly less likely to have received diabetes education, dietetic advice or to be performing SMBG. Conclusions: Diabetes education programs, diabetes-related visits to dieticians and SMBG are associated with, and may be important sources of, improved diabetes knowledge in patients with type 2 diabetes. Our data provide evidence that barriers to access or utilization of contemporary diabetes education confront older patients, minority groups and those with language difficulties. These groups are likely to benefit from specialized programs. © 2003 Elsevier Science Inc. All rights reserved.",2003,,Journal of Diabetes and its Complications,17,2,82-89,,10.1016/S1056-8727(02)00191-5,,#21440,Bruce 2003,,
"Fishermen perception on resources management and aquaculture development in the Mecoacan estuary, Tabasco, Mexico","Pérez-Sánchez, E.; Muir, J.F.","The southern Mexican states on the coast of the Gulf of Mexico produce approximately 85% of the total national oil production. The region has also attracted attention due its important economic influence in terms of fisheries, aquaculture and agriculture, and for its ecosystem diversity. The justification for more integrated approaches to aquaculture development is significant, as coastal aquaculture has brought economic and employment benefits to both national economies and coastal people. The aim of this study is the analysis of Mecoacan fishing communities' perception on coastal resources management and to assess group awareness of the potential benefits and impacts of coastal aquaculture. Although aquaculture practices have been implemented as an alternative to fishing and to improve current levels of fisheries production, the results showed that conditions within Mecoacan fisheries have deteriorated significantly, as collective aggregation is not producing a positive outcome for the local communities. However, fishermen regarded the restructuring of fishing organisations as a means of integrating employment and income generation alternatives such as aquaculture practices. Therefore, a key to success will be to demonstrate the ability of good coastal management to promote capacity building within coastal communities in the context of a participatory intervention strategy through formal and informal organisations. © 2003 Elsevier Science Ltd. All rights reserved.",2003,,Ocean and Coastal Management,46,7-Jun,681-700,,10.1016/S0964-5691(03)00041-3,,#21441,Pérez-Sánchez 2003,,
An Exploration of the Experiences of Cultural Safety Educators in New Zealand: An Action Research Approach,"Wepa, D.","This research is a study of the experiences of four cultural safety educators in nursing education in Aotearoa, New Zealand. Action research methods assisted the participants to implement change in their practice and gain positive personal involvement in the study. Reflective diaries provided the major tool in this process as participants were able to achieve at least one action research cycle by identifying issues, planning action, observing the action, and reflecting. The findings of the research revealed that the participants not only coped with everyday stressors of teaching but were also required to formulate knowledge for cultural safety. For the Maori participants, their stress was confounded with recruiting and retaining Maori students and macro issues such as commitment to their iwi (tribe). Lack of support to teach cultural safety was identified to be a key theme for all participants. An analysis of this theme revealed that many issues were organizational in nature and out of their control. Action research provided a change strategy for participants to have a sense of control of issues within their practice. Recommendations include the following: support for cultural safety educators to have a dialogue on a regular basis, the introduction of nurse educator programmes, paid leave provisions for educators to conduct and publish research so that a body of knowledge can be developed, and that Maori cultural safety educators be recognised for their professional and cultural strengths so that they do not fall victim to burnout. © 2003, SAGE Publications. All rights reserved.",2003,,Journal of Transcultural Nursing,14,4,339-348,,10.1177/1043659603257341,,#21442,Wepa 2003,,
State of the marine environment reports - A need to evaluate their role in marine environmental protection and conservation,"Wells, P.G.","This paper discusses the rationale behind the preparation of state of the marine environment (SOME) reports, and the need to evaluate their role in marine environmental protection and conservation. Many SOME reports exist, and are being planned or prepared, but are the intended audiences known, are the reports recognized for their many value-added benefits during preparation, and are they being used effectively when completed? It is proposed that a detailed evaluation is needed of SOME reporting and reports, covering audience(s), role(s), influence, and lessons learned or overall benefits. Crown Copyright © 2003 Published by Elsevier Ltd. All rights reserved.",2003,,Marine Pollution Bulletin,46,10,1219-1223,,10.1016/S0025-326X(03)00284-4,,#21444,Wells 2003,,
Critical evaluation of CROSERF test methods for oil dispersant toxicity testing under subarctic conditions,"Barron, M.G.; Ka'aihue, L.","The aquatic organism toxicity testing protocols developed by the Chemical Response to Oil Spills: Ecological Research Forum (CROSERF) were evaluated for applicability to assessing chemical dispersant toxicity under subarctic conditions. CROSERF participants developed aquatic toxicity testing protocols with the foremost objective of standardizing test methods and reducing inter-laboratory variability. A number of refinements are recommended to adapt the CROSERF protocols for testing with subarctic species under conditions of expected longer oil persistence. Recommended refinements of the CROSERF protocols include testing fresh and moderately weathered oil under conditions of moderate mixing energy, preparing toxicity test solutions using variable dilutions rather than variable loading, performing tests with subarctic species using static exposures in open chambers, increasing the duration of tests from 4 to 7 days, quantifying approximately 40 PAHs and their alkyl homologs, assessing the potential for photoenhanced toxicity, and incorporating a bioaccumulation endpoint by measuring tissue concentrations of PAHs. Refinements in the preparation of oil dosing solutions, exposure and light regimes, and analytical chemistry should increase the utility of the test results for interpreting the toxicity of chemically dispersed oil and making risk management decisions regarding dispersant use under subarctic conditions. © 2003 Elsevier Ltd. All rights reserved.",2003,,Marine Pollution Bulletin,46,9,1191-1199,,10.1016/S0025-326X(03)00125-5,,#21446,Barron 2003,,
Changes in fisheries management in Mexico: Effects of increasing scientific input and public participation,"Hernandez, A.; Kempton, W.","In this article, we analyze a change in the role of federal institutions in charge of managing Mexican fisheries during the mid-1990s. During 30 years, the fishery policy in Mexico began by promoting an accelerated fishing effort. This worked through 1981, when the country recorded its highest landings (1.6 million metric tons), but landings have not increased subsequently whereas the number of fishermen has continued to increase. In 1995, the federal administration acknowledged the problems: biological over-exploitation; over-capitalization; monopoly in commercialization; failures in loan payments; failures in controlling effort; obsolete vessels and equipment; and social conflicts for the resources. In an attempt to resolve some of these problems, the administration implemented structural changes in management, science and enforcement institutions. This arrangement established goals and introduced instruments in fisheries management: it determined the biological status of most of the fisheries; applied the precautionary approach for those fully exploited or over-exploited fisheries; gave scientific advice an important role in decision making; and involved the users in decision making. This article evaluates these changes in management policy by document review, participation and interviewing management and scientists who participated in this process. We analyze, in particular, the use of science-based categorization of fisheries status, and the introduction of public participation. The interview data demonstrate that sustainable Mexican fisheries require an evolution to a more public participatory policy, in order to strengthen local institutions and fishermen over federal institutions, which should lead to a redefinition of regulation of fisheries resources. © 2003 Elsevier Science Ltd. All rights reserved.",2003,,Ocean and Coastal Management,46,7-Jun,507-526,,10.1016/S0964-5691(03)00032-2,,#21447,Hernandez 2003,,
137Cs in marine samples from the Brazilian southeastern coastal region,"Godoy, J.M.; Carvalho, Z.L.; Da Costa Fernandes, F.; Danelon, O.M.; Ferreira, A.C.M.; Roldão, L.A.","The present work presents the results of 137Cs concentration in seawater, fish and sediments samples collect in 11 sampling points, crossing the Brazilian Southeastern coastal region, from Vitória (ES) to Santos (SP), on a routine basis from 1997 to 2002. This monitoring program was carried out by the Instituto de Radioproteção e Dosimetria (IRD/CNEN/MCT), in cooperation with the Instituto de Estudos do Mar Almirante Paulo Moreira (IEAPM/Brazilian Navy), aiming at determining artificial radionuclides in marine samples. Additionally to the 137Cs results, 90Sr concentrations in fish samples from 1998 to 2002 are also reported. The 137Cs in seawater follows a lognormal distribution, with a geometric mean of 1.8 Bq m-3 and a geometric standard deviation of 1.4 (n=54), decay corrected to June/2002. For 137Cs levels in fish samples a geometric mean of 0.19 Bq kg-1 and a geometric standard deviation of 2.9 (n=39), decay corrected to June/2002, with a range of 0.03 to 1.7 Bq kg -1, were obtained. Based on the 137Cs mean concentration in fish as well as in seawater, a transfer factor of 1 × 102 was calculated, which is quite in agreement with the recommended value found in the Safety Report Serie 19. © 2003 Elsevier Science Ltd. All rights reserved.",2003,,Journal of Environmental Radioactivity,70,3,193-198,,10.1016/S0265-931X(03)00103-6,,#21448,Godoy 2003,,
Identifying potential marine pests - A deductive approach applied to Australia,"Hayes, K.R.; Sliwa, C.","Introduced marine organisms continue to threaten coastal resources around the world. Many agencies rely on lists of potentially harmful species for risk assessment and to prioritise management responses to an incursion. This study outlines a deductive hazard assessment technique to identify potential marine pests that may arrive via ballast water and/or hull fouling. This technique is then applied in an Australian context to identify potential ""next pests"" for this region. An extensive literature review identified 851 introduced marine species from around the world. The following selection criteria were then applied to develop a next pest list: (a) the species has been reported in a shipping vector or has a ship-mediated invasion history; (b) the vector still exists; (c) the species is responsible for economic or environmental harm; and, (d) it is exotic to Australia or present in Australia but subject to official control. The selection criteria are transparent and consistent with other international and national biosecurity initiatives. Thirty three of the species identified in the initial literature review satisfied all four selection criteria. These species are described here together with their associated vectors and impacts. © 2002 Elsevier Science Ltd. All rights reserved.",2003,,Marine Pollution Bulletin,46,1,91-98,,10.1016/S0025-326X(02)00321-1,,#21451,Hayes 2003,,
1 The EU/INCO-DC project: Impacts of environmental forcing on marine biodiversity & sustainable management of artisanal & industrial fisheries in the gulf of guinea,"McGlade, J.M.; Koranteng, K.A.; Cury, P.","The European Union Gulf of Guinea collaborative research project on the impacts of environmental forcing on marine biodiversity was supported by the International Cooperation with Developing Countries Programme (INCO-DC). It was a natural sequel to three earlier international research projects on environmental variability and pelagic fishery resources in West Africa (Cury and Roy 1991; Bard and Koranteng 1995; Durand et al. 1998). At its conclusion, the project was able to provide an assessment of the impacts of upwelling and other forms of environmental forcing on marine biodiversity, with particular reference to demersal fish, and the basis for a fisheries information and analysis system for the sustainable management of fisheries in West Africa. It also facilitated the retrieval of important fisheries and survey data that had previously been inaccessible to scientists in the region. The major achievements of the project were presented at an international workshop on ""Sustainable Management of the Fish Resources in the Gulf of Guinea"" held in Accra in 1998. © 2002 Elsevier B.V. All rights reserved.",2002,,Large Marine Ecosystems,11,C,7-Mar,,10.1016/S1570-0461(02)80023-4,,#21452,McGlade 2002,,
Indian aerosols: Present status,"Mitra, A.P.; Sharma, C.","This article presents the status of aerosols in India based on the research activities undertaken during last few decades in this region. Programs, like International Geophysical Year (IGY), Monsoon Experiment (MONEX), Indian Middle Atmospheric Program (IMAP) and recently conducted Indian Ocean Experiment (INDOEX), have thrown new lights on the role of aerosols in global change. INDOEX has proved that the effects of aerosols are no longer confined to the local levels but extend at regional as well as global scales due to occurrence of long range transportation of aerosols from source regions along with wind trajectories. The loading of aerosols in the atmosphere is on rising due to energy intensive activities for developmental processes and other anthropogenic activities. One of the significant observation of INDOEX is the presence of high concentrations of carbonaceous aerosols in the near persistent winter time haze layer over tropical Indian Ocean which have probably been emitted from the burning of fossil-fuels and biofuels in the source region. These have significant bearing on the radiative forcing in the region and, therefore, have potential to alter monsoon and hydrological cycles. In general, the SPM concentrations have been found to be on higher sides in ambient atmosphere in many Indian cities but the NOx concentrations have been found to be on lower side. Even in the haze layer over Indian Ocean and surrounding areas, the NOx concentrations have been reported to be low which is not conducive of O3 formation in the haze/smog layer. The acid rain problem does not seem to exist at the moment in India because of the presence of neutralizing soil dust in the atmosphere. But the high particulate concentrations in most of the cities' atmosphere in India are of concern as it can cause deteriorated health conditions. © 2002 Elsevier Science Ltd. All rights reserved.",2002,,Chemosphere,49,9,1175-1190,,10.1016/S0045-6535(02)00247-3,,#21457,Mitra 2002,,
Mathematical modeling of PCB bioaccumulation in Perna viridis,"Yu, K.N.; Lam, P.K.S.; Cheung, C.C.C.; Yip, C.W.Y.","In the present work, we built a mathematical model of polychlorinated biphenyl (PCB) bioaccumulation in Perna viridis, namely, a one-compartment model with a time dependent incorporation rate R (μgg-1 lipid per ppb water per day), with positive substrate cooperativity as the underlying physical mechanism. The temporal change of the PCB concentration Q (μgg-1 lipid) in the soft tissues of the mussel depends on the competition of the input rate RW and the output rate kQ, where W is the concentration of PCB in water (ppb water) and k is the elimination rate (per day). From our experimental data, k=0.181±0.017 d-1. The critical concentration in water Wc for positive substrate cooperativity was found to be ∼2.4 ppb. Below Wc, R is a constant. For a water concentration of 0.5 ppb Aroclor 1254, R=24.0±2.4 μgg-1 lipid ppb-1d-1. Above Wc, positive substrate cooperativity comes into effect and R becomes a function of time and dependent on the concentration Q in a form R=γQ/(Q+δ). This is the case for a water concentration of 5 ppb Aroclor 1254, where γ=15.1 μgg-1 lipid ppb-1d1 and δ≈200 μgg-1 lipid. From this model, the uptake is exponentially increasing when the PCB concentration in the mussel is small compared to 200 μgg-1 lipid, and hyperbolically increasing when the concentration is large compared to 200 μgg-1 lipid, which are consistent with the experimental data. The model is useful for understanding the true processes taking place during the bioaccumulation and for risk assessment with higher confidence. Future experimental data which challenge the present model are anticipated and in fact desirable for improvement and perfection of the model. © 2002 Elsevier Science Ltd. All rights reserved.",2002,,Marine Pollution Bulletin,45,12-Jan,332-338,,10.1016/S0025-326X(02)00099-1,,#21461,Yu 2002,,
"Marine protected area strategies: Issues, divergences and the search for middle ground","Jones, P.J.S.","There has been a dramatic increase in recent years in the number of papers, reports, etc., which have been published concerning Marine Protected Areas (MPAs). This overview of the objectives, selection, design and management of MPAs aims to provide a basis for discussion regarding possible ways forward by identifying emerging issues, convergences and divergences. Whilst the attributes of the marine environment may limit the effectiveness of sitespecific initiatives such as MPAs, it is argued that it would be defeatist in the extreme to abandon MPAs in the face of these limitations. Ten key objectives for MPAs are discussed, including that of harvest refugia, and it is argued that whilst these objectives may be justifiable from a preservationist perspective, they may be objected to from a resource exploitation perspective. MPAs generate both internal (between uses) and basic (between use and conservation) conflicts, and it is argued that these conflicts may be exacerbated when scientific arguments for MPAs are motivated by preservationist concerns. It is reported that a minority of MPAs are achieving their management objectives, and that for the majority insufficient information was available for such effectiveness evaluations. Structure and process-oriented perspective on marine conservation are discussed. It is argued that there are two divergent stances concerning optimal MPA management approaches: top-down, characterized as being government-led and science-based, with a greater emphasis on set-aside; and bottom-up, characterized as being community-based and science-guided, with a greater emphasis on multiple-use. Given the divergent values of different stakeholders, the high degree of scientific uncertainty, and the high marine resource management decision stakes, it is concluded that a key challenge is to adopt a ""middle-ground"" approach which combines top-down and bottom-up approaches, and which is consistent with the post-normal scientific approach.",2002,,Reviews in Fish Biology and Fisheries,11,3,197-216,,10.1023/A:1020327007975,,#21462,Jones 2002,,
Problems of marine mammal conservation in Southeast Asia,"Perrin, W.F.","The marine mammal fauna of Southeast Asia consists of approximately 30 species, about ¼ of the world's species, and includes several endemic species or subspecies. Examples of problems of conservation include bycatch in a tuna driftnet fishery, inshore habitat degradation, and depletion of humpback whales in the Philippines; possible disappearance of dolphins and porpoises from the Mekong Delta in Vietnam; and depletion of riverine dolphins and large bycatch in a shark fishery in Indonesia. Major causative factors include over-fishing, human overpopulation, development, vulnerability of marine mammals, and evolution of bycatch into directed dolphin fisheries. Needs are for inventory (stock identification and abundance estimation), bycatch monitoring, reduction of takes to sustainable levels, and regional international cooperation. © 2002, The Japanese Society of Fisheries Science. All rights reserved.",2002,,Fisheries Science,68,,238-243,,10.2331/fishsci.68.sup1_238,,#21468,Perrin 2002,,
Photosynthesis below the surface in a cryptic microbial mat,"Rothschild, L.J.; Giver, L.J.","The discovery of subsurface communities has encouraged speculation that such communities might be present on planetary bodies exposed to harsh surface conditions, including the early Earth. While the astrobiology community has focused on the deep subsurface, near-subsurface environments are unique in that they provide some protection while allowing partial access to photosynthetically active radiation. Previously we identified near-surface microbial communities based on photosynthesis. Here we assess the productivity of such an ecosystem by measuring in situ carbon fixation rates in an intertidal marine beach through a diurnal cycle, and find them surprisingly productive. Gross fixation along a transect (99×1 m) perpendicular to the shore was highly variable and depended on factors such as moisture and mat type, with a mean of ~41 mg C fixed m−2 day−1. In contrast, an adjacent well-established cyanobacterial mat dominated by Lyngbya aestuarii was ~12 times as productive (~500 mg C fixed m−2 day−1). Measurements made of the Lyngbya mat at several times per year revealed a correlation between total hours of daylight and gross daily production. From these data, annual gross fixation was estimated for the Lyngbya mat and yielded a value of ~1.3×105 g m−2 yr−1. An analysis of pulse-chase data obtained in the study in conjunction with published literature on similar ecosystems suggests that subsurface interstitial mats may be an overlooked endogenous source of organic carbon, mostly in the form of excreted fixed carbon. © 2002, Cambridge University Press. All rights reserved.",2002,,International Journal of Astrobiology,1,4,295-304,,10.1017/S1473550403001320,,#21470,Rothschild 2002,,
A trial application of FSA methodology to the hatchway watertight integrity of bulk carriers,"Lee, J.-O.; Yeo, I.-C.; Yang, Y.-S.","Formal safety assessment (FSA) is a formal, structured and systematic methodology, aimed at enhancing maritime safety, including protection of life, property and marine environment, by using risk and cost-benefit assessments. For the application of this methodology to the rule-making process, the International Maritime Organization (IMO) presented the Interim Guidelines, which describe procedures of FSA and inputs/outputs of each procedure in detail. This paper basically deals with an application of FSA methodology according to the IMO's Interim Guidelines to the hatchway watertight integrity of bulk carriers, which was carried out as a cooperative research between Korean Register of Shipping and Seoul National University. As results of this application study, 18 hazards are identified and 32 risk control measures are devised to reduce the associated risks. Potential risks, costs and benefits when some Risk Control Options are introduced are evaluated in monetary unit of US $. Finally, some discussions and recommendations based on experiences are also given for both future work and better application of this FSA methodology to the rule-making process. © 2001 Elsevier Science Ltd. All rights reserved.",2001,,Marine Structures,14,6,651-667,,10.1016/S0951-8339(01)00007-7,,#21483,Lee 2001,,
Paving the road to real-time reservoir monitoring - The next step? Summary of an ERCH workshop,"Sparkman, G.W.","The Department of Energy (DOE) released an ""Offshore technology Roadmap for the Ultra Deepwater Gulf of Mexico"" in November 2000, describing technology that would accelerate the development of its ultra deepwater oil reserves. Reservoir monitoring and control was identified as one of the technology systems components in the road map. This reinforces the workshop participants' perspective for the major role that integrated real-time monitoring of deepwater fields can play in deepwater reservoir management.",2001,,"Leading Edge (Tulsa, OK)",20,6,649-650,,10.1190/1.1439016,,#21486,Sparkman 2001,,
Marine reserves and the restoration of fisheries and marine ecosystems in the South China Sea,"Pitcher, T.J.; Watson, R.; Haggan, N.; Guénette, S.; Kennish, R.; Sumaila, U.R.; Cook, D.; Wilson, K.; Leung, A.","The South China Sea has been devastated by human fishing. This paper reports an initiative to restore Hong Kong's marine ecosystems and fisheries through the deployment of artificial reefs (ARs) within marine protected areas (MPAs). Current catch and biomass data by species and fishery sector were available. Quasi-spatial ecosystem simulations, using a modified ECOSIM method, have been employed to forecast benefits from a successful MPA/AR system. Results indicate that, despite increasing fishing power in the Hong Kong fleet, a 10-20% MPA/AR system could provide significant benefits within 10 yrs, and shifts to low-value pelagic fish could be reversed. Approximate scores, expressing how species benefit from protected ARs, suggest that results are not biased by changes in species composition. The design of MPA/ARs balances island biogeographic theory with the needs of monitoring and compliance: minimizing perimeter losses and establishing colonizing corridors are trade-offs with statistical replication and monitoring, whereas sacrifice of some ARs to fishing encourages compliance and learning. In Hong Kong, workshops with fishing communities encouraged support. Bioeconomic analysis shows an MPA/AR system increasing fishery value, but noncompliance rapidly erodes benefits. The benefits of this approach are assessed together with problems and difficulties that have arisen.",2000,,Bulletin of Marine Science,66,3,543-566,,,,#21493,Pitcher 2000,,
Timing of exogenous surfactant administration in clinical practice Report of a multi-center Italian Observational Study,"Bevilacqua, G.","Study participants (in alphabetical order of places) Viviana Marinelli, Daniela Rosatelli (Università - Cagliari), Giovanna Policicchio, Carlo Zorzi (Ospedali, Camposanpiero - PD), Carlo Dani (Università - Firenze), Vincenzo Cordaro, Eloisia Gitto ( Università - Messina), Silvana Grano ( II Università - NapoIi),Pier Alessandro Monici Preti, Fabrizio Gardini, Guido Varoli (Chiesi Farmaceutici - Parma), Giovanna Bussolati, Ciro Capuano, (Università Parma), Federica Vagnarelli, Cristiana Magnani (Ospale- Reggio Emilia), Giuseppe De Nisi, Alberta Valente (Ospedale-Trento), Italo Bernardo (Ospedali- Caserta), Bartolomeo Spinella, Raffaele Pomo (Ospedale Buccheri-Palermo), Costantino Romagnoli, Maria Pia De Carolis (Università Cattolica-Roma), Ezio Padovani (Università-Verona). We now have convincing data that surfactant administration in newborns with the respiratory distress syndrome (RDS) is effective in reducing the need for respiratory supports and improves the clinical outcomes. To evaluate the different strategies adopted in clinical practice for the surfactant use we performed an observational multicenter study. All newborns with gestational age (g.a.) between 24-32 wk. with RDS and that were in need of mechanical ventilation and treated with exogenous surfactant from 1994 to 1996 in twelve Neonatal Intensive Care Units have been evaluated. The patients have been divided into two groups: one includes babies that were given surfactant within the first 15 minutes of life (very early -VE- treated) and the other includes those that received the treatment at age 16- 180 minutes (early -E- treated). The analysis concerned 246 cases, 54 VE treated and 192 E treated. The two groups were comparable with regards to sex, Apgar score at one and five minutes, maternal treatment with steroids and multiple pregnancy. Mean birth weight and g.a. were significantly lower and the rate of caesarean sections was higher in the VE than in the E. Almost 80% of the VE newborns had a g.a. equal or less than 28 wks. One single dose of surfactant was administered in 77.8% of VE babies and 45.3 % in the E group, while 18.5% VE and 36.8% E received two doses, 3.7% VE and 16.3% E were given three doses. The mean number of doses used per patient was 1.3 in VE and 1.7 in E. 62.5% of cases with g.a. equal to or less than 26 wks and 80.8% of those with g.a. 27-28 wk. received a single dose if VE, compared to 31,9% and 49,1% respectively if E treated. Prenatal prophylaxis of RDS with steroids, considering only the mothers that received a complete course between 48 hrs and 7 days before the delivery, did not modify the number of doses of surfactant required in both groups. The main outcomes did not differ in the two groups: mortality at 28 days of life, age at death, pneumothorax, intraventricular haemorrhage grade 3-4, retinopathy of prematurity grade 3-4, patent ductus arteriosus and oxygen dependency at 36 wks post-conceptional age. Conclusions: Very early surfactant administration in clinical practice reserved for newborns with the lowest g.a., improves the outcome and does not increase surfactant consumption.",2000,,Acta Biomedica de l'Ateneo Parmense,71,SUPPL. 1,421-429,,,,#21494,Bevilacqua 2000,,
