Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Meeting the giants: The need for local ecological knowledge (LEK) as a tool for the participative management of manatees on Marajo Island, Brazilian Amazonian coast","Sousa, MEM; Martins, BML; Fernandes, MEB","Local ecological knowledge (LEK) has been widely used as a source of reliable information for the development of research on the ecology of manatees. Based on this approach, the present study evaluated the level of knowledge related to manatees among the local fishermen on the east coast of Marajo Island on the Brazilian Amazonian coast, which represents a zone of sympatry and hybridization between marine and Amazon species of manatees. Most of the interviewees (70%) displayed a high level of knowledge with regard to these mammals, and provided reliable information for mapping of the occurrence of the manatees within the study area, including identifying the habitats and areas that are most appropriate for their occurrence (based on their eating habits, preferred areas and records of sightings). The challenges faced by fishers as well as knowledge of other issues related to the challenges present in the Amazon region demonstrate the relevance of the data presented in this study. Furthermore, our findings reinforce the value of such information provided by fishermen, and demonstrate how it can be associated with scientific knowledge as an effective tool for the participatory management of manatees along the Brazilian Amazonian coast. (C) 2013 Elsevier Ltd. All rights reserved.",2013,,OCEAN & COASTAL MANAGEMENT,86,,53-60,WOS:000329552800006,10.1016/j.ocecoaman.2013.08.016,,#20268,Sousa 2013,,
Observer bias and detection probability in underwater visual census of fish assemblages measured with independent double-observers,"Bernard, ATF; Gotz, A; Kerwath, SE; Wilke, CG","Underwater visual census (UVC) is one of the more frequently used methods for monitoring of subtidal fish communities. However, population estimates from UVC are plagued by numerous biases that ultimately reduce the diagnostic power of the data. Adaptations to methods that account for detection errors by employing multiple observers can reduce many of these biases, but have received little consideration in past marine research. In the terrestrial environment the double-observer method has been successfully applied to estimate visibility bias, observer bias and detection probabilities. We used an independent double-observer method to measure the influence of observer type (volunteers and researchers) and fish community structure on the detection probability and count dissimilarity between two observers simultaneously surveying the same transect. Community data collected by volunteers were of a consistently lower quality than that collected by researchers. However, this was not the case for the dominant species for which researchers and volunteers produced similar data. The analysis further suggested that rare species contributed disproportionately to the bias in UVC data because the abundance of a species within a survey area determined its detection probability. Our results highlight the need to account for detection probability during UVC and it is recommended that future research based on UVC integrates an independent double-observer approach. Furthermore, the results indicate that care needs to be taken when designing monitoring programmes as allowing inexperienced volunteers to participate can undermine the integrity of the data. (C) 2013 Elsevier B.V. All rights reserved.",2013,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,443,,75-84,WOS:000320425700010,10.1016/j.jembe.2013.02.039,,#20279,Bernard 2013,Kimberly Cheung (2022-07-08 15:18:36)(Screen): Comparison study; ,
A review of the Oceanographic Research Institute's Cooperative Fish Tagging Project: 27 years down the line,"Dunlop, SW; Mann, BQ; van der Elst, RP","The Oceanographic Research Institute's (ORI) Cooperative Fish Tagging Project was initiated in 1984 and is one of the most enduring and successful environmental projects of its kind in South Africa. By the end of 2011, 5 130 anglers had joined the project, of whom 3 457 had tagged one or more fish. In the project's 27-year history (1984-2011), over 251 900 fish from 368 different species have been tagged and released, of which approximately 13 192 (5.2%) have been recaptured. The five most commonly tagged species to date are galjoen Dichistius capensis, dusky kob Argyrosomus japonicus, dusky shark Carcharhinus obscurus, garrick/leervis Lichia amia and spotted grunter Pomadasys commersonnii. Information from the Tagging Project has been extensively used in numerous research projects, scientific publications, popular articles and postgraduate theses. The results generated by this project have also contributed to policy development and decision-making on linefish management in South Africa. Furthermore, the project has had a positive impact on improving angler awareness and knowledge about linefish resources. The concept of tag and release has partly been responsible for changing the ethics of the recreational fishing community, many of whom now release their catch, thereby contributing to a more sustainable fishing future. This paper critically assesses the contribution that the ORI Tagging Project has made as a conservation achievement in general and to linefish management in particular, and reflects on future directions for the project.",2013,,AFRICAN JOURNAL OF MARINE SCIENCE,35,2,209-221,WOS:000323002600008,10.2989/1814232X.2013.769909,,#20290,Dunlop 2013,,REVIEW ARTICLE; missing
Seagrass-Watch: Engaging Torres Strait Islanders in marine habitat monitoring,"Mellors, JE; McKenzie, LJ; Coles, RG","Involvement in scientifically structured habitat monitoring is a relatively new concept to the peoples of Torres Strait. The approach we used was to focus on awareness, and to build the capacity of groups to participate using Seagrass-Watch as the vehicle to provide education and training in monitoring marine ecosystems. The project successfully delivered quality scientifically rigorous baseline information on the seasonality of seagrasses in the Torres Strait-a first for this region.Eight seagrass species were identified across the monitoring sites. Seagrass cover varied within and between years. Preliminary evidence indicated that drivers for seagrass variability were climate related. Generally, seagrass abundance increased during the north-west monsoon (Kuki), possibly a consequence of elevated nutrients, lower tidal exposure times, less wind, and higher air temperatures. Low seagrass abundance coincided with the presence of greater winds and longer periods of exposure at low tides during the south-east trade wind season (Sager). No seasonal patterns were apparent when frequency of disturbance from high sedimentation and human impacts was high.Seagrass-Watch has been incorporated in to the Thursday Island High School's Marine Studies Unit ensuring continuity of monitoring. The students, teachers, and other interested individuals involved in Seagrass-Watch have mastered the necessary scientific procedures to monitor seagrass meadows, and developed skills in coordinating a monitoring program and skills in mentoring younger students. This has increased the participants' self-esteem and confidence, and given them an insight into how they may participate in the future management of their sea country. Crown Copyright (c) 2008 Published by Elsevier Ltd. All rights reserved.",2008,,CONTINENTAL SHELF RESEARCH,28,16,2339-2349,WOS:000260205100020,10.1016/j.csr.2008.03.041,,#20376,Mellors 2008,,
"Robust, comparable population metrics through collaborative photo-monitoring of whale sharks Rhincodon Typus","Holmberg, J; Norman, B; Arzoumanian, Z","The formulation of conservation policy for species that are rare and migratory requires broad cooperation to ensure that adequate levels of standardized data collection are achieved and that the results of local analyses are comparable. Estimates of apparent survival rate; relative change in abundance, and proportions of newly marked and returning individuals can inform local management decisions while highlighting corresponding changes at other linked research stations. We have applied computer-assisted photo-identification and mark-recapture population modeling to whale Sharks Rhincodon typus at Ningaloo Marine Park (NMP), Western Australia, to create a baseline trend for comparison with other regional aggregations of the species. We estimate several ecological parameters of interest, including an average apparent survival rate of 0.55 yr(-1) for sharks newly marked (new) and 0.83 yr(-1) for sharks captured in multiple seasons (philopatric). The average proportion of philopatric sharks is found to be 0.65 of the total population, and we derive an average population growth rate of 1.12 yr(-1) for them. Our analysis uncovered significant heterogeneity in capture and survival probabilities in this study population; our chosen model structures and data analysis account for these influences and demonstrate a good overall fit to the time-series data. The results show good correspondence between capture probability and an available measure of recapture effort, suggesting that unmodeled systematic effects contribute insignificantly to the model fits. We find no evidence of a decline in the whale shark population at NMP, and our results provide metrics of value to their future management. Overall, our study suggests an effective approach to analyzing and modeling mark-recapture data for a rare species using computer-assisted photo-identification and opportunistic data collection from ecotourism to ensure the quality and volume of data required for population analysis.",2008,,ECOLOGICAL APPLICATIONS,18,1,222-233,WOS:000253371800018,10.1890/07-0315.1,,#20388,Holmberg 2008,,
Occurrence of whale shark (Rhincodon typus) in the Indian Ocean: A case for regional conservation,"Rowat, D","From the first whale shark (Rhincodon typus) described in 1828 from the Indian Ocean, the region continues to be one of the most important areas for whale shark sightings. However, the species has been the subject of several targeted fisheries and thus sustained massive, rapid declines in population numbers.The known range of occurrence and targeted fisheries for whale sharks in the Indian Ocean are discussed, along with stated national conservation measures in the range states. The results of a preliminary survey of 16 regional cooperative partners from 11 of the Indian Ocean range states are presented for whale shark occurrence, monitoring, perceived threats and realized conservation measures. These data are already proving valuable by facilitating cooperation between organisations regionally.The current international conservation framework is briefly described and suggestions made as to possible linked regional conservation initiatives, such as under the auspices of the Convention on Migratory Species. (c) 2006 Elsevier B.V. All rights reserved.",2007,,FISHERIES RESEARCH,84,1,96-101,WOS:000244822500013,10.1016/j.fishres.2006.11.016,,#20404,Rowat 2007,,
Development and management of a coastal litter campaign: The voluntary coastal partnership approach,"Storrier, KL; McGlashan, DJ","The Forth Estuary Forums Coastal Litter Campaign aimed to develop and implement a community involvement and public awareness-raising programme intended to tackle and Monitor the issue of marine litter in the Firth of Forth, Scotland. Beach cleans are an excellent public participation exercise, focusing the public's attention oil the issue of marine litter and creating a sense of environmental responsibility. Raising public awareness is the only guaranteed way of reducing marine litter. A combination of education, provision of adequate waste reception facilities and enforcement of legislation is needed to tackle beach litter. (c) 2005 Elsevier Ltd. All rights reserved.",2006,,MARINE POLICY,30,2,189-196,WOS:000235645400008,10.1016/j.marpol.2005.01.002,,#20415,Storrier 2006,,
"Collaborative coastal management improves coral reefs and fisheries in Tanga, Tanzania","Verheij, E; Makoloweka, S; Kalombo, H","This paper describes the impact of 8 years of collaborative coastal management in the three coastal districts of Tanga region, northeastern Tanzania. Declining fish catches, destructive fishing practices, including dynamite fishing, and illegal mangrove cutting were the priority environmental issues. Through a participatory approach, six collaborative management areas were delineated. Each of the collaborative management areas has its own collaborative management area plan (CMAP), which is jointly implemented by the communities and the District Council. The joint management efforts include the closure of reefs for replenishment, enforcement and monitoring. Monitoring of the impact of the management interventions is carried out by a reef monitoring team comprised of villagers, and is co-ordinated by district staff. Since the implementation of the CMAPs, dynamite fishing has significantly declined and coastal marine resources have recovered. (C) 2004 Elsevier Ltd. All rights reserved.",2004,,OCEAN & COASTAL MANAGEMENT,47,8-Jul,309-320,WOS:000225341800002,10.1016/j.ocecoaman.2004.07.002,,#20433,Verheij 2004,,
Monitoring of fish and fish catches by local fishermen in Kenya and Tanzania,"Obura, DO; Wells, S; Church, J; Horrill, C","Monitoring of fish populations underwater and of fish catches is being undertaken at several sites in Kenya and Tanzania using local names and languages. This paper describes the programmes underway at Kiunga Marine Reserve and Diani-Chale in Kenya, and at Tanga in Tanzania. At all three sites, standard protocols have been adapted for use by local fishermen, who have been trained to collect data. A key factor enabling this has been to use local knowledge as the foundation of monitoring. The paper discusses some of the difficulties encountered, such as variations in the use of names, and generally low literacy among fishermen. Overall, the benefits far outweigh the disadvantages in terms of developing a much greater sense of involvement in, and participation by, the fishing communities in the management of their resources. The programmes are also providing the fishermen with a deeper understanding of the impact of fishing on their resources and thus will help them to apply appropriate management approaches.",2002,,MARINE AND FRESHWATER RESEARCH,53,2,215-222,WOS:000174841500017,10.1071/MF01151,,#20449,Obura 2002,,
Citizen Scientists Record Significant Range Extensions for Tropical Sea Slug Species in Subtropical Eastern Australia,"Smith, S.D.A.; Nimbs, M.J.","The Sea Slug Census program in Australia engages with citizen scientists to record the diversity and distribution of sea slugs across multiple locations. The program has consistently recorded shifts in distribution patterns but a recent, nine-day census in subtropical eastern Australia recorded unprecedented range extensions of tropical species. Seven species (six chromodorids and one polycerid) were found further south of their previously known distribution with Hypselodoris bertschi being recorded for the first time in Australia. These observations suggested the recent transport of larvae via the East Australian Current with recruitment to coastal sites possibly promoted by a protracted period of strong onshore winds associated with the 2021/22 La Niña in the western Pacific. With the increasing frequency of poleward range extensions of marine taxa, citizen science programs such as the Sea Slug Census provide the opportunity to substantially increase monitoring efforts. Linking with iNaturalist strengthens the value of the observations through online peer review to confirm species identities as well as the incorporation of substantiated (Research Grade) records into international biodiversity databases such as GBIF. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",2022,,Diversity,14,4,,,10.3390/d14040244,,#20492,Smith 2022,,
Integrating fishermen’s perception: A key success for the projected Marine Protected Area “ Jabal Moussa”,"Derdabi, M.R.; Aksissou, M.; Triplet, P.","Marine protected areas (MPAs) have been created all over the world to preserve biodiversity and manage human activities such as fishing and tourism. Even though they are a result of human decision-making processes aiming to change human behavior, many MPAs have neglected the human dimension and therefore failed to accomplish their goals. Thus, taking into account local community perceptions would undoubtedly contribute to MPAs success and durability. This paper has been focused on assessing fishermen‟s perception of the projected marine protected area “Jabal Moussa” situated in northern Morocco and overlooking the strait of Gibraltar. The survey was conducted with 99 fishermen in the three fishing sites of this area. Results showed reluctance towards the idea of implementing a MPA. The majority of fishermen illustrated that the implementation of this MPA would lead to a decrease in catches and an increase in costs and charges if some fishing grounds were closed. Compensatory measurements would be an alternative to this loss. Fishermen affirmed that the projected MPA should be managed conjointly with local cooperatives and associations according to a co-management approach to reach its goals. This approach could avoid conflicts likely to occur during the creation and post-creation of the future MPA. For the success of the projected MPA, authorities/fishermen meetings should be organized to discuss the fears, benefits, incentives, expectations, mode of governance, zonation, etc… In this context, it is possible to move towards better management of the MPA, balancing the conservation of the marine ecosystem and the well-being of fishermen. © 2022, Egyptian Society for the Development of Fisheries and Human Health. All rights reserved.",2022,,Egyptian Journal of Aquatic Biology and Fisheries,26,1,327-339,,10.21608/ejabf.2022.217568,,#20503,Derdabi 2022,,
"Spatio-temporal distribution of lionfish, Pterois miles (Bennett, 1828) in Kas-Kekova Special Environmental Protected Area, Turkey","Huseyinoglu, M.F.; Demir, V.; Arda, Y.; Draman, M.; Yokes, M.B.","The invasive alien lionfish, Pterois miles is a ray-finned fish from the Scorpaenidae family, which has twelve accepted species from the genus Pterois. It was recorded in May 2014 at the Pina Reef, 2.28 miles off Kas harbour (southwestern coasts of Turkey) for the first time, and showed a very rapid establishment in the rocky habitats throughout Kas-Kekova Special Environmental Protected Area (SEPA). During the summer of 2014 only three individuals were recorded at two different locations, however as of 2017, regular observations could be made at each diving spot, which is indicative of an increasing trend. The temporal perspective of this study increases the understanding on the progression of expected range expansion of P. miles within a relatively small region, covering the period of 2014–2019. Fish count observations from underwater visual census surveys in addition to records from citizen science approach were evaluated based on spatio-temporal analysis. Resulting visualizations were prepared to present annual dynamics of spatio-temporal distribution within and outside the SEPA. Rapid expansion, up to 22 individuals per 500 m linear transects of an estimated area of 15.000 m2 each, and the increases in the numbers of fish are quantified in this study, which can be used as a baseline to develop conservation strategy for native species. Efforts to cull and create consumption demand to decrease the population trend of the lionfish have already started in the region. © 2021 Elsevier Ltd",2021,,"Estuarine, Coastal and Shelf Science",254,,,,10.1016/j.ecss.2021.107331,,#20542,Huseyinoglu 2021,,
Population trends of beach-spawning California grunion Leuresthes tenuis monitored by citizen scientists,"Martin, K.L.M.; Pierce, E.A.; Quach, V.V.; Studer, M.","California Grunion Leuresthes tenuis (Atherinopsidae), an indigenous endemic marine fish, makes spectacular midnight spawning runs onto sandy beaches on the Pacific coast of California and Baja California. In a unique recreational fishery, people capture the fish out of water with bare hands. Grunion hunters are not required to report their catch, and there is no bag limit. California Grunion rarely appear in trawls and do not take a hook, so population status for this species is impossible to obtain by traditional fishery methods. With citizen scientists, the “Grunion Greeters,” we monitored spawning runs along most of their habitat range. California Grunion recently underwent a northward range extension, but runs appear to be declining broadly across the core habitat. Noisy activities of recreational grunion hunters on shore disrupt spawning runs, preventing fish from reproducing before capture. Leuresthes tenuis has been identified as a Key Indicator Species for the South and Central regions of California Marine Protected Areas, and as an indicator species for climate change on beaches. Gear restrictions, license requirements, and a two-month closed season are rarely enforced late at night. We recommend continued monitoring for L. tenuis in California and increased protections for this unique charismatic fish. © International Council for the Exploration of the Sea 2019. All rights reserved.",2021,,ICES Journal of Marine Science,77,6,2226-2233,,10.1093/ICESJMS/FSZ086,,#20582,Martin 2021,,
"Fast, Not Furious - Adaptation of the Species List and Fish Size Classes for Fish Assemblage Survey Technique (FAST) for the Adriatic Sea ","Čižmek, I.Z.; Stipić, S.; Čižmek, H.; Mokos, M.","Marine Protected Areas and other managed marine sites are designated to improve the status of coastal fish assemblages and protect valuable habitats. The implementation of management practices relies on data collected through monitoring activities. The monitoring of fish assemblages using the standard non-destructive methods requires significant financial resources and time. A new approach to monitoring fish assemblages in the coastal waters was recently implemented in the Mediterranean - Fish Assemblage Survey Technique (FAST). It is based on Citizen Science where trained volunteer divers collect the data following a pre-established protocol. Considering the differences in species presence/absence and their sizes between the Mediterranean and the Adriatic Sea, a modification of the method was necessary. This study presents 23 main fish species and four 'joker' species selected for the Croatian FAST list and their respective sizes that will be considered Large (>2/3 of the total size) for implementing the method in the Croatian part of the Adriatic Sea. © 2020 Ivana Zubak Čižmek et al., published by Sciendo 2020.",2020,,"Ribarstvo, Croatian Journal of Fisheries",78,4,195-202,,10.2478/cjf-2020-0019,,#20585,Čižmek 2020,,
"Conservation value of a subtropical reef in south-eastern Queensland, Australia, highlighted by citizen-science efforts","Grol, M.G.G.; Vercelloni, J.; Kenyon, T.M.; Bayraktarov, E.; Van Den Berg, C.P.; Harris, D.; Loder, J.A.; Mihaljević, M.; Rowland, P.I.; Roelfsema, C.M.","Subtropical reefs are important habitats for many marine species and for tourism and recreation. Yet, subtropical reefs are understudied, and detailed habitat maps are seldom available. Citizen science can help fill this gap, while fostering community engagement and education. In this study, 44 trained volunteers conducted an ecological assessment of subtropical Flinders Reef using established Reef Check and CoralWatch protocols. In 2017, 10 sites were monitored to provide comprehensive information on reef communities and to estimate potential local drivers of coral community structure. A detailed habitat map was produced by integrating underwater photos, depth measurements, wave-exposure modelling and satellite imagery. Surveys showed that coral cover ranged from 14% to 67%. Site location and wave exposure explained 47% and 16% respectively, of the variability in coral community composition. Butterflyfishes were the most abundant fish group, with few invertebrates being observed during the surveys. Reef impacts were three times lower than on other nearby subtropical reefs. These findings can be used to provide local information to spatial management and Marine Park planning. To increase the conservation benefits and to maintain the health of Flinders Reef, we recommend expanding the current protection zone from 500- to a 1000-m radius. © 2021 CSIRO Open Access.",2020,,Marine and Freshwater Research,72,1,13-Jan,,10.1071/MF19170,,#20588,Grol 2020,,
Beauty and the reef: Evaluating the use of non-expert ratings for monitoring aesthetic values of coral reefs,"Pert, P.L.; Thiault, L.; Curnock, M.I.; Becken, S.; Claudet, J.","Aesthetic values are a key driver of tourist and recreational visitation to natural areas and are listed among the selection criteria for World Heritage properties. However, assessment and monitoring of aesthetic values in natural areas, and coral reefs in particular, have proven to be challenging. In our study we explored the value and limitations of a rapid assessment approach involving non-expert ratings of aesthetic beauty as a potential tool for long-term monitoring of aesthetic values in the Great Barrier Reef World Heritage Area, Australia. We investigated the sensitivity of a rating scale for detecting change and sampling requirements for monitoring, as well as observer biases, using an online survey of 1417 Australians in which respondents rated the aesthetic beauty of 181 coral reef images on a ten-point scale. Our results show average aesthetic rating scores ranged from 4.35 to 8.34 on a scale from 1 (ugly) to 10 (beautiful), with potential to detect differences of statistical significance within one point, indicating sufficient sensitivity to change for monitoring purposes. We found that a sample size of c.100 ratings per image provided a reasonable balance between cost (i.e. sample size) and accuracy (i.e. error). Older respondents (>65 years) with higher levels of coral reef visitation, experience and interest were more likely to give extreme ratings, however, there was no apparent predictor for this bias to be positive or negative (high or low ratings). Based on these results we provide recommendations to assist coral reef managers in their use and interpretation of non-expert aesthetic ratings in coral reef monitoring. © 2020 Elsevier B.V.",2020,,Science of the Total Environment,730,,,,10.1016/j.scitotenv.2020.139156,,#20614,Pert 2020,,
Investigating the distribution and regional occurrence of anthropogenic litter in English marine protected areas using 25 years of citizen-science beach clean data,"Nelms, S.E.; Eyles, L.; Godley, B.J.; Richardson, P.B.; Selley, H.; Solandt, J.-L.; Witt, M.J.","Marine Protected Areas (MPAs) are designated to enable the management of damaging activities within a discrete spatial area, and can be effective at reducing the associated impacts, including habitat loss and over-exploitation. Such sites, however, may be exposed to the potential impacts from broader scale pressures, such as anthropogenic litter, due to its diffuse nature and lack of constraint by legislative and/or political boundaries. Plastic, a large component of litter, is of particular concern, due to increasing evidence of its potential to cause ecological and socio-economic damage. The presence of sensitive marine features may mean that some MPAs are at greater potential risk from the impacts of plastic pollution than some non-protected sites. Understanding the abundance, distribution and composition of litter along coastlines is important for designing and implementing effective management strategies. Gathering such data, however, can be expensive and time-consuming but litter survey programmes that enlist citizen scientists are often able to resolve many of the logistical or financial constraints. Here, we examine data collected over 25-years (1994–2018), by Marine Conservation Society volunteers, for spatial patterns in relation to the English MPA network, with the aim of highlighting key sources of litter and identifying management priority areas. We found that MPAs in southeast (Kent) and southwest (Cornwall and Devon) England have the highest densities of shore-based litter. Plastic is the main material constituent and public littering the most common identifiable source. Items attributed to fishing activities were most prevalent in southwest MPAs and sewage related debris was highest in MPAs near large rivers and estuaries, indicating localised accumulation. When comparing inside and outside of MPAs, we found no difference in litter density, demonstrating the need for wider policy intervention at local, national and international scales to reduce the amount of litter. © 2020",2020,,Environmental Pollution,263,,,,10.1016/j.envpol.2020.114365,,#20618,Nelms 2020,,
"First record of a Fin whale (Balaenoptera physalus) in the Rosario and San Bernardo Corals National Natural Park, Colombian Caribbean","Botero-Acosta, N.; do Amaral, K.B.; Barragán-Barrera, D.C.; Farías-Curtidor, N.; Moreno-Sotomayor, J.H.; Macías-Campo, H.M.; Álzate-Montoya, A.; Barrientos-Muñoz, Y.K.G.","B etween Bernardo was notJanuarypossible Corals to23 National establishrd and 27 Natural thcausality, 2020, Park. arelationships,Fin This whale is the (first Balaenopterathe present known note record physalusincludes of a live )awasdescription animal seen for inofcoastal the the Colombian environmentalwaters of Caribbean theandRosariooceanographic Sea. and While San it context associated with sightings. While the Colombian Caribbean, because of its oligotrophy, would not permanently sustain a constant presence of the great baleen whales, its inclusion as part of the potential distribution range for Fin whales is suggested. The current report also highlights the importance and relevance of citizen science, in addition to interinstitutional and collaborative work, key processes for the monitoring of high mobility species such as marine mammals. © 2020 INVEMAR. All rights reserved.",2020,,Boletin de Investigaciones Marinas y Costeras,49,,259-266,,10.25268/bimc.invemar.2020.49.SuplEsp.1092,,#20639,Botero-Acosta 2020,,
Have you seen the dolphins? Dolphin watching participatory monitoring in a brazilian multiple-use marine protected area,"Macedo, H.S.; Flores, P.A.C.; Steenbock, W.; Medeiros, R.P.","The Environmental Protected Area of Anhatomirim (EPAA) located in the Southern coast of Brazil, at Santa Catarina State, is a multiple-use Marine Protected Area (MPA), established to protect the southernmost population of the Guiana dolphin (Sotalia guianensis) and its habitats. Boat tourism is an important marine activity, carrying annually around 150,000 tourists, turning the EPAA into the most visited place to cetacean watch in South America. We describe the experience of managing boat tourism, highlighting the deployment of the Dolphin Monitoring Program. We discuss its strengths and limitations, considering the data from the participatory monitoring conducted since 2014, and from interviews made with all the boat owners. Our results indicate the conflicts among the main stakeholders were reduced, and the monitoring program was able to provide important short-term and intense time-series information on the dolphins’ location and on the boat tourism activity previously unavailable. Notwithstanding, a series of constraints remain, and among others we indicate the need to go beyond the current focus on the commercial benefits of the activity and to combine the participatory monitoring data with those from scientific survey cruises. © 2020 Elsevier Ltd. All rights reserved.",2019,,"Marine Protected Areas: Science, Policy and Management",,,361-378,,10.1016/B978-0-08-102698-4.00019-8,,#20683,Macedo 2019,,
Spatial and temporal settlement patterns of blue crab (Callinectes sapidus and Callinectes similis) megalopae in a drought-prone Texas estuary,"Weatherall, T.F.; Scheef, L.P.; Buskey, E.J.","The Mission-Aransas Estuary is the wintering ground for the only sustained wild population of the endangered whooping crane (Grus americana), and blue crabs (Callinectes sapidus) are an important component of their diet as well as being a major food source for important sport fishes such as the red and black drum. Blue crabs also support a commercial crabbing industry, and fisheries data indicate that blue crab populations have been declining since the 1980s. Possible factors leading to decline in blue crab populations include overfishing, increased populations and predation by regulated sport fishes, reduced freshwater inflows into estuaries, and reduced larval recruitment. Little is known about blue crab recruitment dynamics in this region, but restricted passes between coastal estuaries and the Gulf of Mexico along with extended periods of drought that often lead to hypersaline conditions in coastal bays may limit larval recruitment from the Gulf into the bays. To investigate blue crab larval recruitment patterns, citizen scientist volunteers used hogshair settlement collectors to sample five monitoring sites over a four year period. Results show that large numbers of blue crab megalopae are common in nearshore waters of the Gulf of Mexico, but only a small fraction (∼1%) recruit into the estuary. Peak periods of ingress into the estuary occur during fall and winter months, with C. sapidus primarily contributing to the fall peak and C. similis dominating the winter peak. Increased salinity in the estuary during droughts may reduce the ability of blue crab larvae to detect and enter passes into the estuary. © 2018 Elsevier Ltd",2018,,"Estuarine, Coastal and Shelf Science",214,,89-97,,10.1016/j.ecss.2018.09.017,,#20694,Weatherall 2018,,
A mass-balanced food web model for a kelp forest ecosystem near its southern distributional limit in the northern hemisphere,"Vilalta-Navas, A.; Beas-Luna, R.; Calderon-Aguilera, L.E.; Ladah, L.; Micheli, F.; Christensen, V.; Torre, J.","Coastal ecosystems are influenced by a suite of drivers and interactions, resulting in complex dynamics not captured by single species, single driver approaches. Kelp forest ecosystems of the California Current region are subject to extreme environmental variability as well as a suite of fishing pressures which remove organisms throughout the food web. Here, we present a food-web model to assess ecosystem-wide effects of different fishing strategies which can also be used to estimate the effect of warming, acidification and hypoxia on the structure and function of a highly productive temperate ecosystems. We built a mass-balanced model of a kelp forest ecosystem near the southern limit of distribution in the northern hemisphere (Isla Natividad, Mexico). The model is informed by extensive ecological monitoring of fish, benthic invertebrates, and macroalgae conducted annually from 2006 to 2016 at 5 sites around the island. The model includes 40 functional groups (FG) defined on the basis of commercial interest, ecosystem function and feeding guild, including birds, marine mammals, fish (13 FG), commercial species (7 FG), macroinvertebrates (8 FG), zooplankton, the giant kelp Macrocystis pyrifera, six macroalgae, phytoplankton and detritus. The estimated throughput was 5477.6 t·km−2·year−1 (26% consumption, 27% exports, 24% respiration and 23.7% detritus). The sum of all production was 2727.9 t·km2·year−1, and the total primary production/total respiration ratio was 2.4. This model, based on a detailed, multi-year monitoring program in the kelp forests, provides a valuable tool for exploring drivers of change in these vulnerable marine ecosystems and fisheries. © 2018 Elsevier Inc.",2018,,Food Webs,17,,,,10.1016/j.fooweb.2018.e00091,,#20700,Vilalta-Navas 2018,,
"Citizen science: a successful tool for monitoring invasive alien species (IAS) in Marine Protected Areas. The case study of the Egadi Islands MPA (Tyrrhenian Sea, Italy)","Mannino, A.M.; Balistreri, P.","The chief purpose of Marine Protected Areas (MPAs) is biodiversity conservation. The effects that invasive alien species (IAS) have on MPAs, and vice versa, are not yet fully known, even though assessing them is crucial for MPA planning. Management plans require sound knowledge of the pathways of introduction, the impact and current distribution of IAS. Monitoring plans are essential for preventing and reducing the risk of IAS introduction. In this respect, the involvement of citizen scientists in gathering data (validated by taxonomic experts) on the occurrence of IAS, that would otherwise be impossible to collect, may be crucial. We report on our experience of citizen science in the Egadi Islands MPA with the project ‘Caulerpa cylindracea–Egadi Islands’, aimed at monitoring the spread dynamics of the ‘sea grape’ C. cylindracea. The project registered 156 sightings and also allowed collection of records and information concerning other non-indigenous and cryptogenic species, e.g. the spotted sea hare (Aplysia dactylomela), the harpoon weed (Asparagopsis armata), the red sea plume (Asparagopsis taxiformis), the tube-building sabellid (Branchiomma bairdi), the blue spotted cornet fish (Fistularia commersoni) and the nomad jellyfish (Rhopilema nomadica). © 2018, © 2018 Biodiversity Conservancy International.",2018,,Biodiversity,19,2-Jan,42-48,,10.1080/14888386.2018.1468280,,#20726,Mannino 2018,,missing
Diet of Norwegian coastal cod (Gadus morhua) studied by using citizen science,"Enoksen, S.E.; Reiss, H.","The Norwegian coastal cod (Gadus morhua) is a keystone species in the food web of northern Norwegian fjords. Their relatively stationary populations might specifically depend on local food resources, but the diet of cod has rarely been studied in fjord systems. Using a citizen science approach, where recreational anglers and tourists participated in the sampling, we studied small-scale differences in the diet composition of cod in a fjord system in northern Norway. We compared the cod diet from the MPA Saltstraumen, characterised by strong tidal currents and a highly diverse and abundant fauna, with the inner fjord area of Skjerstadfjord. The diet composition of cod significantly differed between both areas within the fjord. Although fish was the dominant prey in both areas, cod consumed > 40% invertebrates in terms of weight, even in the cod size class of 70–99 cm. The invertebrate prey also caused the observed spatial differences. In Saltstraumen, brittle stars (Ophiuroidea), crabs (Brachyura) and sea cucumbers (Holothuroidea) were important food sources for cod, while sea urchins (Echinoidea), clams (Bivalvia), shrimps (Caridea) and krill (Euphausiacea) dominated the diet in the inner Skjerstadfjord. The high densities of sessile fauna in the dynamic environment of Saltstraumen, was only partly reflected in the diet of cod, with only Holothuroidea found in 17% of the stomachs. High rates of empty stomachs (24%), cannibalism as well as a higher proportion of low-energy prey in the diet of large cod, may indicate a shortage of high quality food in Skjerstadfjord. The samples for this study were collected through a citizen science campaign. This approach might provide opportunities to be used for coastal ecological monitoring with potential applications in local ecosystem management strategies through public involvement. © 2017 Elsevier B.V.",2018,,Journal of Marine Systems,180,,246-254,,10.1016/j.jmarsys.2017.06.006,,#20730,Enoksen 2018,,
