Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"The joint outcomes of a ‘citizens’ jury’ workshop in North Sulawesi, Indonesia","Straton, A.","The Bunaken National Park (BNP) is a multiple-use marine national park in North Sulawesi, Indonesia. Decisions about how to balance the conservation, tourism, extractive and subsistence needs of different stakeholder groups of the BNP are challenging and often undermined by institutional failure. The main official organisation charged with managing the BNP is supported and shadowed by an NGO-facilitated multi-stakeholder collaboration that can buffer the impacts of institutional failure. One goal of this collaboration is to build decision-making capacity within the community. An evaluation process—a ‘citizens’ jury’—was undertaken for the BNP with the primary purpose of providing a comparison with an environmental evaluation exercise. This evaluation exercise yielded joint outcomes expressed through a declaration by participants to make use of citizens’ juries in future decisions about matters of public importance. The citizens’ jury process is described, and the joint outcomes of the exercise as an evaluation process are discussed. These include community empowerment, the introduction of a community-level deliberative tool, and potential capacity building in decision-making. © 2006 Australasian Evaluation Society.",2006,,Evaluation Journal of Australasia,6,2,16-24,,10.1177/1035719X0600600204,,#21325,Straton 2006,Exclusion reason: Wrong study design; ,missing
Adaptive management and its role in managing Great Barrier Reef water quality,"Bennett, J.; Lawrence, P.; Johnstone, R.; Shaw, R.","Adaptive management is the pathway to effective conservation, use and management of Australia's coastal catchments and waterways. While the concepts of adaptive management are not new, applications involving both assessment and management responses are indeed limited at the national and regional scales. This paper outlines the components of a systematic framework for linking scientific knowledge, existing tools, planning approaches and participatory processes to achieve healthy regional partnerships between community, industry, government agencies and science providers to overcome institutional barriers and uncoordinated monitoring. The framework developed by the Coastal CRC (www.coastal.crc.org.au/amf/amf_index.htm) is hierarchical in the way it displays information to allow associated frameworks to be integrated, and represents a construct in which processes, information, decision tools and outcomes are brought together in a structured and transparent way for adaptive catchment and coastal management. This paper proposes how an adaptive management approach could be used to benefit the implementation of the Reef Water Quality Protection Plan (RWQPP). © 2004 Elsevier Ltd. All rights reserved.",2005,,Marine Pollution Bulletin,51,4-Jan,70-75,,10.1016/j.marpolbul.2004.10.034,,#21385,Bennett 2005,Exclusion reason: Wrong study design; ,
"A review of acid sulfate soil impacts, actions and policies that impact on water quality in Great Barrier Reef catchments, including a case study on remediation at East Trinity","Powell, B.; Martens, M.","An estimated 666 000 ha of acid sulfate soils (ASS) occur within the Great Barrier Reef (GBR) catchments of Queensland, Australia. Extensive areas have been drained causing acidification, metal contamination, deoxygenation and iron precipitation in reef receiving waters. The close proximity of ASS to reef waters makes them a substantial threat to water quality. Another important issue linked with ASS is their release of soluble iron, which is known to stimulate nuisance marine algal blooms, in particular Lyngbya majuscula. Known blooms of the cyanobacteria in reef waters have been confirmed at Shoalwater Bay, Corio Bay, the Whitsunday area and Hinchinbrook Channel. Acid sulfate soils are intimately related to coastal wetland landscapes. Where landscapes containing ASS have been disturbed (such as for agriculture, aquaculture, marinas, etc.) the biodiversity of adjacent wetlands can be adversely affected. However, there is no clear knowledge of the real extent of the so-called ""hotspot"" ASS areas that occur within the GBR catchments. Management of ASS in reef catchments has benefited from the implementation of the Queensland Acid Sulfate Soils Management Strategy through policy development, mapping, training programs, an advisory service, research and community participation. However, major gaps remain in mapping the extent and nature of ASS. Areas of significant acidification (i.e. hotspots) need to be identified and policies developed for their remediation. Research has a critical role to play in understanding ASS risk and finding solutions, to prevent the adverse impacts that may be caused by ASS disturbance. A case study is presented of the East Trinity site near Cairns, a failed sugar cane development that episodically discharges large amounts of acid into Trinity Inlet, resulting in periodic fish kills. Details are presented of scientific investigations, and a lime-assisted tidal exchange strategy that are being undertaken to remediate a serious ASS problem. © 2004 Elsevier Ltd. All rights reserved.",2005,,Marine Pollution Bulletin,51,4-Jan,149-164,,10.1016/j.marpolbul.2004.10.047,,#21386,Powell 2005,Exclusion reason: Wrong study design; ,Proposed
Fisher participation in research: Dilemmas with the use of fisher knowledge,"Silver, J.J.; Campbell, L.M.","Fisher participation in fisheries research and management is common practice. However, more consideration must be given to the appropriateness of using participation in situations where changes to fishing policy are possible. This study evaluates fisher reactions to participation in a socioeconomic survey and reflects on some dilemmas with participation as a tool in fisheries management and research. Results highlight the perceived benefits and drawbacks of participating, and are based on participant observation during the oral administration of a survey of local fishers in the Turks and Caicos Islands as part of the 'Turtles in the Caribbean Overseas Territories' research project. © 2005 Elsevier Ltd. All rights reserved.",2005,,Ocean and Coastal Management,48,10-Sep,721-741,,10.1016/j.ocecoaman.2005.06.003,,#21395,Silver 2005,Exclusion reason: Wrong study design; ,
"Informing natural resources policy making using participatory rapid economic valuation (PREV): The case of the Togean Islands, Indonesia","Cannon, J.; Surjadi, P.","Policy makers in Southeast Asia rarely have complete information to guide their land-use and development decision-making. This paper presents participatory rapid economic valuation (PREV), a practical tool that: (1) provides decision-makers with enough information of adequate quality to guide land-use and development decisions; (2) helps ensure decisions reflect the best available research findings; (3) be widely applicable. In order to achieve these goals, PREV results must be credible to decision-makers, requiring that the methods, data and assumptions used be easily understood, transparent and perceived as reasonable. The economic valuation work should also be carried out in a participatory consensus-building fashion so that the knowledge of local stakeholders is fully utilized, and a wide range of decision-makers are aware of and agree with the findings. PREV must also be rapid enough to respond to real-world policy making time lines, easily carried out and inexpensive if it is to be widely used. These requirements largely restricted PREV valuation analyses to those using currently available data, which are generally market-based. While such an approach provides only a partial valuation (a minimum lower bound on the actual total economic value), in many cases a partial valuation may be sufficient to guide land-use and development decisions. In these cases, the social costs of only a few impacts may be greater than the private profits of the activity, enabling development decisions to be made using only current information. An analysis using currently available data is the first step in an iterative process. If the values based on currently available data are not sufficient, then additional data can be collected and further analyses carried out. Case study results are presented of a PREV carried out with local government officials making natural resource policy decisions for the Togean Islands in Sulawesi, Indonesia. The results showed that decision-makers were sufficiently satisfied with analyses based on currently available data to make certain decisions. A consensus was reached that local societal economic interests would be best served by prohibiting further logging and pursuing a multiple-use conservation strategy, both as a basis for tourism and to allow the continued use of marine and terrestrial biodiversity. However, the workshop participants recommended that an improved understanding of community livelihoods and incentives was required before firm decisions regarding zoning and managing the islands could be made. © 2004 Elsevier B.V. All rights reserved.",2004,,"Agriculture, Ecosystems and Environment",104,1,99-111,,10.1016/j.agee.2004.01.010,,#21410,Cannon 2004,Exclusion reason: Wrong study design; ,
"Involving indigenous peoples in protected area management: Comparative perspectives from Nepal, Thailand, and China","Nepal, S.K.","Despite over two decades of efforts towards involving indigenous and traditional peoples in protected area management, there are few successful examples. Several international principles and guidelines on indigenous peoples' involvement in protected areas exist. However, because of the lack of evaluation of whether or not these principles and guidelines have been put into practice, there is hardly any information that indicates the actual involvement of indigenous peoples in protected areas. This paper attempts to compare efforts in partnership between indigenous peoples and protected area authority in three Asian countries: Nepal, Thailand, and China. It shows that the involvement of indigenous peoples is more successful where park planning is participatory and where political and socioeconomic reforms are underway. Indigenous peoples are in conflict with park authorities where park management is centralized and nonparticipatory. Unless concrete efforts are made to address livelihood issues of indigenous peoples living in and around protected areas, park management aimed to protect wildlife will rarely succeed. Participatory park management that involves indigenous peoples and that addresses livelihood issues of indigenous communities will ultimately succeed in its efforts toward wildlife conservation.",2002,,Environmental Management,30,6,748-763,,10.1007/s00267-002-2710-y,,#21456,Nepal 2002,Exclusion reason: Wrong setting; ,
Latin American benthic shellfisheries: Emphasis on co-manageent and experimental practices,"Castilla, J.C.; Defeo, O.","In Latin America the small-scale fishery of marine benthic invertebrates is based on high-value species. It represents a source of food and employment and generates important incomes to fishers and, in some cases, export earnings for the countries. In the review, we define 2 key concepts: Small-scale fishery and co-management. We address the temporal extractive phases which Latin American shellfish resources have experienced, and the corresponding socio-economic and managerial scenarios. We include 3 study cases in which co-management and field experimentation have been used on different temporal and spatial scales: (a) the muricid gastropod (Concholepas concholepas) in Chile; (b) the yellow clam (Mesodesma mactroides) in Uruguay; and (c) the spiny lobster (Panulirus argus) in Mexico. We demonstrate that co-management constitutes an effective institutional arrangement by which fishers, scientists and managers interact to improve the quality of the regulatory process and may serve to sustain Latin American shellfisheries over time. The main factors supporting co-management are: (a) a comparatively reduced scale of fishing operations and well-defined boundaries for the management unit; (b) the allocation of institutionalized co-ownership authority to fishers; (c) the voluntary participation of the fishers in enforcing regulations; (d) the improvement of scientific information (including data from fishers) to consolidate the management schemes; (e) the incorporation of community traditions and idiosyncrasies; and (f) the allocation of territorial use rights for fisheries under a collaborative/voluntary community framework. Chile is identified as an example in which basic ecological and fishery concepts have been institutionalized through management practices and incorporated into the Law. Several factors have precluded shellfishery management success in most of the Latin American countries: (a) the social and political instability, (b) the underestimation of the role of fisheries science in management advice, (c) the inadequacy of data collection and information systems, (d) the poor implementation and enforcement of management practices and (e) the uncertainty in short-term economic issues. In the review, we also show that in Latin America, large-scale fishery experiments are starting to play an important role in the evaluation of alternative management policies on benthic shellfisheries, especially when accompanied by co-management approaches that explicitly involve the participation of fishers. Fisher exclusion experiments have demonstrated changes in unexploited benthic shellfish populations and in the structure and functioning of communities. The information has been used by scientists to approach system elasticity. Ecological and fishery related knowledge has been translated into novel co-managerial strategies. The sedentary nature of the shellfish species analyzed in this review allowed localized experiments with different levels of stock abundance and fishing intensity (e.g., marine reserves or maritime concessions versus open access areas). This includes the establishment of closed seasons as de facto management experiments, which proved useful in evaluating the capacity of passive restocking of depleted areas and for the quantification of population demographic features. The precise location of fishing grounds provided reliable area-specific estimates of population density and structure, catch, and fishing effort. This allowed the allocation of catch quotas in each fishing ground. We also discuss the reliability and applicability of spatially explicit management tools. Marine Protected Areas (MPAs) and Territorial User Rights in Fisheries (TURFs) fulfilled objectives for management and conservation and served as experimentation tools. The examples provided in our review include a comparative synthesis of the relative usefulness of alternative spatially explicit management tools under a framework of management redundancy. The cross-linkage between fishery experimental management protocols and the active participation of fishers is suggested as the strategy to be followed to improve the sustainable management of small-scale shellfisheries in Latin America. Finally, we discuss the future needs, challenges and issues that need to be addressed to improve the management status of the small-scale shellfisheries in Latin America, and, in general, around the world. We conclude that for the sustainability of shellfish resources there is an urgent need to look for linkages between sociology, biology and economics under an integrated management framework. Fishers, and not the shellfish, must be in the center of such a framework.",2001,,Reviews in Fish Biology and Fisheries,11,1,30-Jan,,10.1023/A:1014235924952,,#21481,Castilla 2001,Exclusion reason: Wrong study design; ,
A framework for incorporating stakeholder participation in marine resource management: A case study in Tobago,"Brown, K.; Adger, W.N.; Tompkins, E.; Bacon, P.; Shim, D.; Young, K.","This paper describes a method to enhance decision-making being developed and applied to marine and coastal resources. The approach combines stake-holder analysis and environmental valuation within a framework of multiple criteria analysis. It uses stakeholder participation in an iterative process to derive weights for economic, social and ecological criteria. It aims to develop a decision-making tool which enables different stakeholders' perspectives and values to be explicitly included in the analysis. This approach is developed within the context of a multiple use marine protected area, the Buccoo Reef Marine Park in Tobago, West Indies. Such resources are crucial both in terms of the close environmental interactions in coastal zones and in terms of their economic and recreational use linkages, particularly within small island developing countries. The model uses eight criteria which cover social, ecological and economic aspects. The economic criteria assessed are the contribution of tourism to the macro-economy of Trinidad and Tobago; and the consumer surplus associated with recreational use of the marine protected area. The social criteria are the jobs for Tobagon-ians in tourism; the number of people whose livelihoods depend on informal tourism-related activities; and local access to the marine park for extractive and recreational uses. The ecological criteria include indicators of mangrove productivity; sea grass distribution; and coral reef quality. These criteria are both quantitative and qualitative and are assessed using various primary data collection methods and models. Methods for estimation of these criteria under different development scenarios and their incorporation into the multi-criteria framework are outlined. Preliminary results demonstrate that there are evident trade-offs between the different criteria, and that different stakeholders rank or weight these criteria differently. However, involvement by stakeholders in the process of developing the model, and in discussing the recommendations derived from different weightings, provides an opportunity to explore and construct different develop-ment outcomes. This makes explicit the different perceptions and values of the different actors, which creates an opportunity for decision making and management based on consensus rather than conflict. The paper argues that such an approach is likely to lead to sustainable resource management in a variety of contexts.",1998,,Working Paper - Centre for Social and Economic Research on the Global Environment,,GEC 98-23,,,,,#21514,Brown 1998,Exclusion reason: Not a peer-reviewed article; Kimberly Cheung (2022-07-08 12:59:02)(Select): Couldn’t find PDF; ,
CARICOMP: a regional research and monitoring program for the Caribbean coastal zone,"Wiebe, William J.","Effective environmental management can be performed provided a detailed information regarding the physical and biological features of a site is available. A number of approaches have been used to obtain the needed information, however, these approaches often miss long-term, regional measurements. The Caribbean Coastal Marine Productivity Program (CARICOMP) has been designed to address environmental characteristics at this scale. CARICOMP is a regional, cooperative research and monitoring program. The program has developed methods for a 'core' comparative monitoring system for coral reefs, seagrass meadows and mangrove forests. This program provides the information needed by managers in performing quantitative assessment of regional variability of several factors that can be used to evaluate individual sites of concern.",1995,,,,,508-509,,,,#21528,Wiebe 1995,Exclusion reason: Wrong study design; Kimberly Cheung (2022-08-04 02:41:31)(Select): Lots of papers on this program - check to see if we want to include through those?; ,missing
"PARTICIPATORY DESIGN OF A MONITORING PROTOCOL FOR THE SMALL-SCALE FISHERIES AT THE COMMUNITY OF TARITUBA, PARATY, RJ, BRAZIL","Dias, A., Seixas, C.",,2019,,Ambiente & Sociedade,22,,,,https://doi.org/10.1590/1809-4422asoc0070r2vu19L1AO,3143,#21574,Dias 2019,Exclusion reason: Wrong study design; ,
Linking small-scale fisheries co-management to U.N. Sustainable Development Goals,"Smallhorn-West, P.; Cohen, P.J.; Phillips, M.; Jupiter, S.D.; Govan, H.; Pressey, R.L.","Small-scale fisheries account for 90% of global fishers and 40% of the global catch. Effectively managing small-scale fisheries is, therefore, crucial to progressing the United Nations Sustainable Development Goals (SDGs). Co-management and community-based fisheries management are widely considered the most appropriate forms of governance for many small-scale fisheries. We outlined relationships between small-scale fisheries co-management and attainment of the SDGs, including evidence for impacts and gaps in dominant logic. We identified 11 targets across five SDGs to which small-scale fisheries co-management (including community-based fisheries management) can contribute; the theory of change by which these contributions could be achieved; and the strength of evidence for progress toward SDG targets related to various co-management strategies. Our theory of change links the 11 SDG targets by qualifying that progress toward some targets is contingent on others being achieved first. We then reviewed 58 case studies of co-management impacts from the Pacific Islands––a region rich in local marine governance––to evaluate evidence of where, to what degree, and with how much certainty different co-management strategies conferred positive impacts to each SDG target. These strategies included access restrictions, permanent area closures, periodic closures, and gear and species restrictions. Although many studies provide evidence linking multiple co-management strategies to improvements in resource status (SDG 14.4), there was limited evidence of follow-on effects, such as improvements in catch (SDG 2.3, 2.4), livelihoods (SDG 1.2), consumption (SDG 2.1), and nutrition (SDG 2.2). Our findings suggest that leaps of logic and assumptions are prevalent in co-management planning and evaluation. Hence, when evaluating co-management impacts against the SDGs, consideration of ultimate goals is required, otherwise, there is a risk of shortfalls between aspirations and impact. © 2022 The Authors. Conservation Biology published by Wiley Periodicals LLC on behalf of Society for Conservation Biology.",2022,,Conservation Biology,36,6,,,10.1111/cobi.13977,,#21580,Smallhorn-West 2022,Exclusion reason: Wrong study design; ,
A multilayered network analysis of social participation in the management of Marine Protected Areas in Brazil,"Olaya-Restrepo, J.; Schiavetti, A.; Barbeitos, M.S.","Effective implementation of Marine Protected Areas (MPA) networks depends on social participation into management. In this study, a multilayered network analysis was used to understand patterns of social participation in MPA management in Brazil. To this end, managers were invited to answer an online questionnaire about interaction with social actors in 7 management activities. Engagement in management activities was represented as interactions between social actors and MPAs. Different types of management activity were represented as separate layers. All responding MPAs (n = 22) reported interactions with social actors, resulting in a network with 141 nodes connected by 182 edges. Governmental Organizations (GO) prevailed in surveillance and formal training activities, research was dominated by universities, monitoring activities were shared mainly by universities and Non-Governmental Organizations (NGOs), and community groups only had strong participation in environmental education activities. The network had low “edge loss” resilience with dependency on the participation of social actors in the management councils to maintain its current levels of connectivity. GOs that have important roles in the protection of terrestrial ecosystems have a restricted impact as higher-level coordinators of MPAs activities. Thus, the capacity building falls mainly on individual MPAs. Management councils are supposed to be the “town halls” where the different social sectors come together to discuss environmental problems in Brazil. However, some constraints must still exist, since only 51 % of Brazilian MPAs have legally instituted their councils. We suggest that their effective implementation, as ordered by law, is the best starting point to improve the dismal situation of Brazilian MPAs. © 2022 Elsevier Ltd",2022,,Marine Policy,146,,,,10.1016/j.marpol.2022.105329,,#21581,Olaya-Restrepo 2022,Exclusion reason: Wrong study design; ,
"Understanding How Marine Protected Areas Influence Local Prosperity—A Case Study of Gili Matra, Indonesia","Rosadi, A.; Dargusch, P.; Taryono, T.","A Marine Protected Area (MPA) is always expected to create a specified outcome in ecosystem improvement. While they are certain to benefit marine life, MPAs also impact the surrounding communities, as they directly affect the livelihoods of people who rely on marine exploits to make a decent living. In other words, MPAs create new communal dynamics influencing the rate of prosperity in the surrounding communities. Unfortunately, the leverage of MPAs in the coastal communities’ social economy is often under-assessed in MPA-related research. The MPA’s influence on communal prosperity emphasizes the importance of policy incentives from stakeholders. Therefore, stakeholders’ perceptions of MPAs are fundamental in the planning and implementation of MPAs, which could improve the prosperity of the coastal communities. In Gili Matra, Indonesia, where tourism is the MPA’s backbone, MPAs are expected to sustain prosperity for future generations. However, some stakeholders with different influential stances to the MPA (Influential Stakeholders (IS) and Non-Influential Stakeholders (NIS)) demand a contradictive approach. This could lead to managerial issues for the MPAs. These issues must be addressed to avoid contradictory objectives that could harm MPA implementation. © 2022 by the authors.",2022,,International Journal of Environmental Research and Public Health,19,20,,,10.3390/ijerph192013508,,#21592,Rosadi 2022,Exclusion reason: Wrong study design; ,
Ten years of dynamic co-management of a multi-species reef fishery,"Smallhorn-West, P.; Cohen, P.J.; Kukiti, E.; Rabbitt, S.; Rikio, A.; Sori, F.; Tapala, S.; Warren, R.; Boso, D.; Foale, S.","Co-management, a governance process whereby management responsibility is shared between resource users and other collaborators, is a mainstream approach for governing social and ecological aspects of small-scale fisheries. While many assessments of co-management are available for single time periods, assessments across longer time-scales are rare–meaning the dynamic nature, and long-term outcomes, of co-management are insufficiently understood. In this study we analyse ten-years of catch and effort data from a co-managed, multi-species reef fishery in Solomon Islands. To further understand social, ecological and management dynamics we also draw on interviews with fishers and managers that had been conducted throughout the same decade. We aimed to answer (1) what are the temporal trends in fishing effort, harvesting efficiency, and catch composition within and beyond a periodically-harvested closure (i.e. a principal and preferred management tool in Pacific island reef fisheries), and, (2) what are the internal and external drivers that acted upon the fishery, and its management. Despite high fishing effort within the periodically-harvested closure, catch per unit effort remained stable throughout the ten years. Yet the taxonomic composition of catch changed substantially as species targeted early in the decade became locally depleted. These observations indicate that both the frequency of harvesting and the volumes harvested may have outpaced the turnover rates of target species. We argue that this reflects a form of hyperstability whereby declining abundance is not apparent through catch per unit effort since it is masked by a shift to alternate species. While the community sustained and adapted their management arrangements over the decade as a response to internal pressures and some signs of resource changes, some external social and ecological drivers were beyond their capabilities to govern. We argue the collaborative, knowledge exchange, and learning aspects of adaptive co-management may need even more attention to deal with this complexity, particularly as local and distal pressures on multi-species fisheries and community governance intensify. Graphical abstract: [Figure not available: see fulltext.] © 2022, The Author(s).",2022,,Coral Reefs,41,5,1449-1464,,10.1007/s00338-022-02294-z,,#21594,Smallhorn-West 2022,Exclusion reason: Wrong study design; ,
Stakeholder Perceptions Can Distinguish ‘Paper Parks’ from Marine Protected Areas,"Relano, V.; Mak, T.; Ortiz, S.; Pauly, D.","While numerous Marine Protected Areas (MPA) have been created in the last decades, their effectiveness must be assessed in the context of the country’s biodiversity conservation policies and must be verified by local observations. Currently, the observations of local stakeholders, such as those from non-governmental organizations (NGOs), academics, government civil servants, journalists, and fishers, are not considered in any MPA database. The Sea Around Us has added observations from local stakeholders to address this gap, adding their perspectives to its reconstructed fisheries catch database, and to at least one MPA in each country’s Exclusive Economic Zone. It is important to pursue and incentivize stakeholder knowledge sharing to achieve a better understanding of the current level of marine protection, as this information is a valuable addition to the existing MPA databases. To address this gap, we demonstrated that personal emails containing a one-question questionnaire about the fishing levels in an MPA are an excellent way to gather data from local stakeholders, and that this works especially well for respondents in NGOs, academia, and governments. Of the stakeholders who replied to our personalized email, 66% provided us with the fishing level of the MPA that we asked for. The paper also presents how to access this information through the Sea Around Us website, which details in anonymized form the most common fishing levels for each selected MPA, as perceived or observed by different local stakeholder groups. This information is a unique and novel addition to a website that is concerned with marine conservation and contributes to a more accurate and inclusive discourse around MPAs. This information also helps to identify the gaps that need to be addressed to turn ‘paper parks’ (i.e., MPAs that are legally designated but not effective) into effective MPAs, which can contribute to climate-resilient ‘blue economies’. © 2022 by the authors.",2022,,Sustainability (Switzerland),14,15,,,10.3390/su14159655,,#21601,Relano 2022,Exclusion reason: Wrong study design; ,
"Evaluating the effectiveness of three national marine protected areas in the Yangtze River Delta, China","Zeng, X.; Liang, J.; Zeng, J.; Chen, M.; Zeng, C.; Mazur, M.; Li, S.; Zhou, Z.; Ding, W.; Ding, P.; Cao, L.","China’s coastal areas face serious environmental degradation as a consequence of large-scale economic development. To balance environmental sustainability with economic development, China is currently implementing a strategy of ‘eco-civilization’, with marine protected areas (MPAs) expected to be one approach to achieving sustainable marine ecosystems. Since the 1990s, China has established over 270 MPAs, but their effectiveness remains unknown, particularly in the Yangtze River Delta. This study modified pre-existing frameworks to evaluate the effectiveness of three national MPAs in the Yangtze River Delta. The modified framework includes conservation outcomes and their potential drivers. Drivers consist of – attributes species or ecosystems within the MPA, attributes of the MPA, institutional design principles, and participation. Five scenarios were proposed based on score combinations of the four drivers: proactive, well designed, well governed, interactive, and learning. All three MPAs achieved a satisfactory level of outcomes and most of the drivers for all three MPAs achieved a satisfactory level. Two of the MPAs were categorized into the learning scenario, and the third into the well-designed scenario, indicating that there is still room to improve institutional design principles and public participation. We suggest developing cost and benefit indicators to more deeply understand proportionality among stakeholders. In addition, the role of participation should be clarified and promoted. We recommend regular environmental performance monitoring and assessment to identify problems and optimize management. Copyright © 2022 Zeng, Liang, Zeng, Chen, Zeng, Mazur, Li, Zhou, Ding, Ding and Cao.",2022,,Frontiers in Marine Science,9,,,,10.3389/fmars.2022.911880,,#21602,Zeng 2022,Exclusion reason: Wrong study design; ,
"The bridging role of non-governmental organizations in the planning, adoption, and management of the marine protected area network in Raja Ampat, Indonesia","White, C.M.; Mangubhai, S.; Rumetna, L.; Brooks, C.M.","Coral reef ecosystems are among the most diverse habitats on earth, providing essential social and ecological services. Raja Ampat, Indonesia - located in the Coral Triangle, the heart of marine biodiversity - has a rich history of traditional management, which included area-based management tools akin to modern marine protected areas (MPAs). Decentralization and restoration of tenure rights in 2001 provided an opportunity for resurgence and stronger recognition of these traditional systems. Conservation non-governmental organizations (NGOs), noting the remarkable biodiversity and increasing threats due to destructive fishing practices, worked with local communities to facilitate community-based MPAs as a conservation strategy. Here we employed a case study approach to assess the specific bridging strategies utilized by NGOs during the adoption, implementation and management of the Raja Ampat MPA Network. This descriptive case study included six targeted in-depth interviews and other secondary sources. Our results suggest that NGOs played different roles over time in the MPA process. Interviewees identified specific initiatives that occurred during this process, which involved multiple bridging tools. Three of these key initiatives are: the Tourism Entrance Fee System, the Raja Ampat MPA Patrol System, and the Blue Abadi Fund. The specific bridging tools employed included: linking stakeholders, co-producing knowledge, providing access to resources, facilitating community engagement, and building capacity. Recent research has pointed to social and ecological effectiveness of the Raja Ampat MPA Network, which could in part be attributed to the bottom-up approach facilitated by NGOs, including through bridging practices. However, we also note the limitations of this study in only providing an NGO-centric perspective which may be more nuanced if other stakeholder perspectives could have been obtained. © 2022 The Authors",2022,,Marine Policy,141,,,,10.1016/j.marpol.2022.105095,,#21605,White 2022,Exclusion reason: Wrong study design; ,
Local practice of marine protected areas legislation in China: The case of Zhoushan,"Yu, X.; Dong, Y.","Recognizing the ever-increasing importance of laws in Marine Protected Areas (MPAs) construction and management, more and more countries have begun to seriously make MPA laws, from national to local. In China, as a new Protected Areas system with national parks as the mainstay is adopted, the establishment of a MPA legal system is put on the agenda. As the first and only local legislation for multiple-use MPAs in China, the Regulation on Management of Zhoushan National Special MPAs, together with three complementary Measures, has been implemented since 2017 and went through an amendment in 2021, thereby providing a rare opportunity to explore how the special characteristics of marine ecosystem might interact with the management and enforcement mechanisms. Based on the first-hand data collected from the process of post-legislative assessment and provision amendment, this article presents a thorough analysis of this local legislation and its implementation from seven aspects: managing agencies, division of responsibilities, law enforcement capabilities, subsistence and conservation, public participation, supporting infrastructure and innovation. In conclusion, this article offers important lessons for improving MPA governance through local legislation. They are (1) a more flexible model of “a basic law plus special laws” might better strengthen the managing agencies of MPAs by assigning them appropriate responsibilities and resources; (2) MPA planning should respect local subsistence and development so as to get citizens involved in marine conservation; (3) a successful innovation in local legislation must take enforceability, especially the supporting infrastructure in place, into consideration. © 2022 Elsevier Ltd",2022,,Marine Policy,141,,,,10.1016/j.marpol.2022.105084,,#21608,Yu 2022,Exclusion reason: Wrong study design; ,
Setting Performance Indicators for Coastal Marine Protected Areas: An Expert-Based Methodology,"Cardoso-Andrade, M.; Queiroga, H.; Rangel, M.; Sousa, I.; Belackova, A.; Bentes, L.; Oliveira, F.; Monteiro, P.; Sales Henriques, N.; Afonso, C.M.L.; Silva, A.F.; Quintella, B.R.; Costa, J.L.; Pais, M.P.; Henriques, S.; Batista, M.I.; Franco, G.; Gonçalves, E.J.; Henriques, M.; Leonardo, T.; Coelho, P.; Comas-González, R.; Fernández, L.P.; Quiles-Pons, C.; Costa, A.; Espírito-Santo, C.; Castro, J.J.; Arenas, F.; Ramos, S.; Ferreira, V.; Gonçalves, J.M.S.; Horta e Costa, B.","Marine Protected Areas (MPAs) require effective indicators to assess their performance, in compliance with the goals of relevant national and international commitments. Achieving and prioritizing shortlists of multidisciplinary indicators demands a significant effort from specialists to depict the multiple conservation and socioeconomic interests, and the large complexity of natural systems. The present paper describes a structured expert-based methodology (process and outputs) to co-define a list of multidisciplinary MPA performance indicators. This work was promoted by the management authority of coastal MPAs in mainland Portugal to gather a consensual and feasible list of indicators that would guide the design of a future national monitoring program. Hence, Portuguese coastal MPAs served as a case study to develop such a process between 2019 and 2020. In the end, participants (1) agreed on a shortlist of prioritized indicators (i.e., environmental, governance, and socioeconomic indicators) and (2) defined minimum monitoring frequencies for the indicators in this list, compatible with the potential replicability of the associated survey methods. The present approach recommends that management plans incorporate monitoring procedures and survey methods, with a validated list of indicators and associated monitoring periodicity, agreed among researchers, MPA managers and governance experts. The proposed methodology, and the lessons learned from it, can support future processes aiming to define and prioritize MPA performance indicators. Copyright © 2022 Cardoso-Andrade, Queiroga, Rangel, Sousa, Belackova, Bentes, Oliveira, Monteiro, Sales Henriques, Afonso, Silva, Quintella, Costa, Pais, Henriques, Batista, Franco, Gonçalves, Henriques, Leonardo, Coelho, Comas-González, Fernández, Quiles-Pons, Costa, Espírito-Santo, Castro, Arenas, Ramos, Ferreira, Gonçalves and Horta e Costa.",2022,,Frontiers in Marine Science,9,,,,10.3389/fmars.2022.848039,,#21610,Cardoso-Andrade 2022,Exclusion reason: Wrong study design; ,
